WARNING: SYSTEM:App name: SDL Application
WARNING: SYSTEM:App version: <unspecified>
WARNING: SYSTEM:App ID: <unspecified>
WARNING: SYSTEM:SDL revision: release-3.2.16-0-gc9a6709bd (libsdl.org)
WARNING: RENDER:Created renderer: metal
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Leather_Armor with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Dagger with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG EQUIPMENT: Equipped Shield with reach=1
DEBUG REGISTRY: get_weapon('shortbow') -> reach=8, two_handed=False
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 26)
DEBUG: Pathfinding active, remaining steps: 3
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=53.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=76.4
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=78.0
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=56.3
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=57.8
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=96.6
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=95.8
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=94.4
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=70.6
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=71.5
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=32.1
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.3
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=35.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=28.4
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=68.2
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=48.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=40.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=94.6
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=97.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=20.9
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=19.0
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=101.2
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=100.6
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.0
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=18.9
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=64.8
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=20.4
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=95.3
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 27)
DEBUG: Pathfinding active, remaining steps: 2
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=52.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=75.6
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=77.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=55.5
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=57.0
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=96.2
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=95.9
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=94.5
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=69.6
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=70.6
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=31.1
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.2
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=36.4
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=28.6
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=67.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=48.1
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=39.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=94.9
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=97.3
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=21.2
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=19.3
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=101.0
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=100.2
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.0
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=19.4
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=63.9
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=20.6
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=95.6
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 28)
DEBUG: Pathfinding active, remaining steps: 1
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=51.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=74.8
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=76.4
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=54.6
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=56.2
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=95.9
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.0
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=94.7
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=68.7
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=69.6
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=30.1
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.1
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=36.9
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=28.9
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=66.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=47.4
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=38.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=95.2
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=97.5
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=21.5
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=19.7
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=100.7
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=99.9
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.0
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=20.0
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=63.0
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=20.9
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=95.8
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
WARNING: PROCESS_ACTIONS: mouse_action = {'left_click': (42, 36)}
WARNING: Mouse action type: left_click, value: (42, 36), has handler: True
WARNING: Calling mouse handler for left_click
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 29)
DEBUG: Pathfinding active, remaining steps: 7
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=50.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=74.0
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=75.6
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=53.8
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=55.4
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=95.5
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.2
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=94.9
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=67.8
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=68.7
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=29.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=37.4
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=29.1
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=65.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=46.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=37.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=95.5
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=97.8
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=21.9
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=20.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=100.4
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=99.6
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.1
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=20.6
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=62.0
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=21.2
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=96.0
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 30)
DEBUG: Pathfinding active, remaining steps: 6
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=73.2
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=74.8
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=53.0
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=54.7
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=95.2
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.3
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=95.1
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=66.9
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=67.8
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=28.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=38.0
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=29.4
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=64.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=46.1
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=36.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=95.8
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=98.1
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=22.4
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=20.6
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=100.2
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=99.3
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.1
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=21.3
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=61.1
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=21.5
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=96.3
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 31)
DEBUG: Pathfinding active, remaining steps: 5
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=48.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=72.5
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=74.0
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=52.2
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=53.9
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=94.9
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.5
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=95.3
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=65.9
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=66.9
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=27.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=38.6
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=29.7
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=63.3
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=45.5
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=35.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=96.1
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=98.4
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=22.8
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=21.1
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=99.9
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=99.0
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.2
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=21.9
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=60.2
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=21.9
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=96.6
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 32)
DEBUG: Pathfinding active, remaining steps: 4
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=47.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=71.7
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=73.2
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=51.4
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=53.2
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=94.6
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.7
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=95.6
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=65.0
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=65.9
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=26.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=39.2
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=30.1
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=62.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=44.8
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=34.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=96.5
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=98.7
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=23.3
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=21.6
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=99.7
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=98.8
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.4
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=22.6
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=59.2
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=22.4
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=96.8
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 33)
DEBUG: Pathfinding active, remaining steps: 3
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=46.0
DEBUG:   Checking Orc at (88,88): in_fov=False, distance=70.9
DEBUG:   Checking Orc at (88,90): in_fov=False, distance=72.5
DEBUG:   Checking Orc at (73,74): in_fov=False, distance=50.6
DEBUG:   Checking Orc at (77,73): in_fov=False, distance=52.4
DEBUG:   Checking Orc at (132,62): in_fov=False, distance=94.3
DEBUG:   Checking Orc at (137,15): in_fov=False, distance=96.9
DEBUG:   Checking Slime at (135,11): in_fov=False, distance=95.8
DEBUG:   Checking Orc at (17,93): in_fov=False, distance=64.1
DEBUG:   Checking Orc at (17,94): in_fov=False, distance=65.0
DEBUG:   Checking Slime at (45,59): in_fov=False, distance=25.2
DEBUG:   Checking Orc at (91,32): in_fov=False, distance=49.0
DEBUG:   Checking Orc at (73,9): in_fov=False, distance=39.8
DEBUG:   Checking Slime at (14,22): in_fov=False, distance=30.5
DEBUG:   Checking Slime at (55,94): in_fov=False, distance=61.4
DEBUG:   Checking Slime at (77,61): in_fov=False, distance=44.2
DEBUG:   Checking Slime at (38,67): in_fov=False, distance=33.2
DEBUG:   Checking Slime at (133,1): in_fov=False, distance=96.8
DEBUG:   Checking Orc at (136,3): in_fov=False, distance=99.0
DEBUG:   Checking Orc at (62,21): in_fov=False, distance=23.9
DEBUG:   Checking Orc at (60,21): in_fov=False, distance=22.2
DEBUG:   Checking Orc at (139,56): in_fov=False, distance=99.5
DEBUG:   Checking Orc at (137,60): in_fov=False, distance=98.5
DEBUG:   Checking Orc at (74,28): in_fov=False, distance=32.6
DEBUG:   Checking Slime at (26,17): in_fov=False, distance=23.3
DEBUG:   Checking Large_Slime at (20,88): in_fov=False, distance=58.3
DEBUG:   Checking Orc at (62,23): in_fov=False, distance=22.8
DEBUG:   Checking Orc at (135,6): in_fov=False, distance=97.1
DEBUG: Checked 28 enemies, 0 in range
DEBUG: Enemy in range: None
DEBUG: No enemy in weapon range, continuing pathfinding
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
INFO: Orc at (88, 88) turn complete: no actions taken
INFO: Orc at (88, 90) turn complete: no actions taken
INFO: Orc at (73, 74) turn complete: no actions taken
INFO: Orc at (77, 73) turn complete: no actions taken
INFO: Orc at (132, 62) turn complete: no actions taken
INFO: Orc at (137, 15) turn complete: no actions taken
INFO: Orc at (17, 93) turn complete: no actions taken
INFO: Orc at (17, 94) turn complete: no actions taken
INFO: Orc at (91, 32) turn complete: no actions taken
INFO: Orc at (73, 9) turn complete: no actions taken
INFO: Orc at (136, 3) turn complete: no actions taken
INFO: Orc at (62, 21) turn complete: no actions taken
INFO: Orc at (60, 21) turn complete: no actions taken
INFO: Orc at (139, 56) turn complete: no actions taken
INFO: Orc at (137, 60) turn complete: no actions taken
INFO: Orc at (74, 28) turn complete: no actions taken
INFO: Orc at (62, 23) turn complete: no actions taken
INFO: Orc at (135, 6) turn complete: no actions taken
DEBUG: process_pathfinding_movement called, player at (42, 34)
DEBUG: Pathfinding active, remaining steps: 2
DEBUG: Checking for enemies in weapon range...
DEBUG: _get_weapon_reach: weapon=Dagger, reach=1
DEBUG: _check_for_enemy_in_weapon_range: weapon_reach=1, max_attack_distance=1.5
DEBUG:   Checking Slime at (42,80): in_fov=False, distance=45.0
